Unnamed: 0,Name,Category,URL,SubCategory
5752,008512_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008512_aorta.stl,aorta
5822,008512_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008512_kidneyright.stl,kidney
5823,008512_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008512_liver.stl,liver
5863,008517_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008517_aorta.stl,aorta
5933,008517_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008517_kidneyright.stl,kidney
5934,008517_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008517_liver.stl,liver
5974,008525_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008525_aorta.stl,aorta
6042,008525_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008525_kidneyright.stl,kidney
6043,008525_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008525_liver.stl,liver
6081,008717_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008717_aorta.stl,aorta
6152,008717_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008717_kidneyright.stl,kidney
6153,008717_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008717_liver.stl,liver
6194,008738_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008738_aorta.stl,aorta
6264,008738_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008738_kidneyright.stl,kidney
6265,008738_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008738_liver.stl,liver
6305,009110_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009110_aorta.stl,aorta
6374,009110_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009110_kidneyright.stl,kidney
6375,009110_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009110_liver.stl,liver
6415,009129_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009129_aorta.stl,aorta
6485,009129_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009129_kidneyright.stl,kidney
6486,009129_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009129_liver.stl,liver
6525,009310_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009310_aorta.stl,aorta
6596,009310_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009310_kidneyright.stl,kidney
6597,009310_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009310_liver.stl,liver
6638,009401_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009401_aorta.stl,aorta
6708,009401_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009401_kidneyright.stl,kidney
6709,009401_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009401_liver.stl,liver
6748,009791_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009791_aorta.stl,aorta
6818,009791_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009791_kidneyright.stl,kidney
6819,009791_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=009791_liver.stl,liver
6862,010303_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010303_aorta.stl,aorta
6932,010303_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010303_kidneyright.stl,kidney
6933,010303_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010303_liver.stl,liver
6971,010445_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010445_aorta.stl,aorta
7041,010445_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010445_kidneyright.stl,kidney
7042,010445_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010445_liver.stl,liver
7081,010464_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010464_aorta.stl,aorta
7151,010464_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010464_kidneyright.stl,kidney
7152,010464_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010464_liver.stl,liver
7192,010527_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010527_aorta.stl,aorta
7262,010527_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010527_kidneyright.stl,kidney
7263,010527_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=010527_liver.stl,liver
7303,011736_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=011736_aorta.stl,aorta
7373,011736_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=011736_kidneyright.stl,kidney
7374,011736_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=011736_liver.stl,liver
7415,012499_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=012499_aorta.stl,aorta
7483,012499_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=012499_kidneyright.stl,kidney
7484,012499_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=012499_liver.stl,liver
7523,012980_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=012980_aorta.stl,aorta
7593,012980_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=012980_kidneyright.stl,kidney
7594,012980_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=012980_liver.stl,liver
7635,013285_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013285_aorta.stl,aorta
7706,013285_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013285_kidneyright.stl,kidney
7707,013285_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013285_liver.stl,liver
7745,013514_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013514_aorta.stl,aorta
7816,013514_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013514_kidneyright.stl,kidney
7817,013514_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013514_liver.stl,liver
7860,014836_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=014836_aorta.stl,aorta
7928,014836_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=014836_kidneyright.stl,kidney
7929,014836_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=014836_liver.stl,liver
7972,015731_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015731_aorta.stl,aorta
8043,015731_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015731_kidneyright.stl,kidney
8044,015731_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015731_liver.stl,liver
8084,015963_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015963_aorta.stl,aorta
8154,015963_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015963_kidneyright.stl,kidney
8155,015963_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015963_liver.stl,liver
8196,016386_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016386_aorta.stl,aorta
8267,016386_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016386_kidneyright.stl,kidney
8268,016386_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016386_liver.stl,liver
8309,016422_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016422_aorta.stl,aorta
8378,016422_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016422_kidneyright.stl,kidney
8379,016422_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016422_liver.stl,liver
8420,016657_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016657_aorta.stl,aorta
8491,016657_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016657_kidneyright.stl,kidney
8492,016657_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016657_liver.stl,liver
8535,016783_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016783_aorta.stl,aorta
8605,016783_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016783_kidneyright.stl,kidney
8606,016783_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016783_liver.stl,liver
8650,016793_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016793_aorta.stl,aorta
8720,016793_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016793_kidneyright.stl,kidney
8721,016793_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016793_liver.stl,liver
8761,016838_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016838_aorta.stl,aorta
8831,016838_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016838_kidneyright.stl,kidney
8832,016838_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016838_liver.stl,liver
8873,016881_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016881_aorta.stl,aorta
8943,016881_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016881_kidneyright.stl,kidney
8944,016881_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016881_liver.stl,liver
8984,017081_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017081_aorta.stl,aorta
9055,017081_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017081_kidneyright.stl,kidney
9056,017081_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017081_liver.stl,liver
9095,017214_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017214_aorta.stl,aorta
9164,017214_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017214_kidneyright.stl,kidney
9165,017214_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017214_liver.stl,liver
9203,017334_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017334_aorta.stl,aorta
9274,017334_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017334_kidneyright.stl,kidney
9275,017334_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017334_liver.stl,liver
9314,017917_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017917_aorta.stl,aorta
9384,017917_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017917_kidneyright.stl,kidney
9385,017917_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017917_liver.stl,liver
9427,018831_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=018831_aorta.stl,aorta
9498,018831_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=018831_kidneyright.stl,kidney
9499,018831_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=018831_liver.stl,liver
9540,019541_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019541_aorta.stl,aorta
9611,019541_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019541_kidneyright.stl,kidney
9612,019541_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019541_liver.stl,liver
9654,019611_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019611_aorta.stl,aorta
9725,019611_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019611_kidneyright.stl,kidney
9726,019611_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019611_liver.stl,liver
9764,019870_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019870_aorta.stl,aorta
9835,019870_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019870_kidneyright.stl,kidney
9836,019870_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019870_liver.stl,liver
9876,020241_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020241_aorta.stl,aorta
9945,020241_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020241_kidneyright.stl,kidney
9946,020241_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020241_liver.stl,liver
9987,020485_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020485_aorta.stl,aorta
10056,020485_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020485_kidneyright.stl,kidney
10057,020485_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020485_liver.stl,liver
10096,020555_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020555_aorta.stl,aorta
10167,020555_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020555_kidneyright.stl,kidney
10168,020555_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020555_liver.stl,liver
10211,020586_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020586_aorta.stl,aorta
10282,020586_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020586_kidneyright.stl,kidney
10283,020586_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020586_liver.stl,liver
10324,020636_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020636_aorta.stl,aorta
10394,020636_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020636_kidneyright.stl,kidney
10395,020636_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020636_liver.stl,liver
10437,020805_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020805_aorta.stl,aorta
10507,020805_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020805_kidneyright.stl,kidney
10508,020805_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020805_liver.stl,liver
10549,020980_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020980_aorta.stl,aorta
10620,020980_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020980_kidneyright.stl,kidney
