,Unnamed: 0,Name,Category,URL,SubCategory,id
1932,78679,s0764_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0764_liver.nii.g_1.stl,liver,18s0764_liver.nii.g_1
578,25424,069186_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=069186_aorta.stl,aorta,19069186_aorta
1024,44433,s0150_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0150_liver.nii.g_1.stl,liver,20s0150_liver.nii.g_1
1840,75040,s0703_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0703_aorta.nii.g_1.stl,aorta,21s0703_aorta.nii.g_1
1967,79974,s0788_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0788_aorta.nii.g_1.stl,aorta,22s0788_aorta.nii.g_1
1283,53243,s0334_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0334_aorta.nii.g_1.stl,aorta,23s0334_aorta.nii.g_1
2112,85502,s0892_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0892_aorta.nii.g_1.stl,aorta,24s0892_aorta.nii.g_1
2531,102157,s1203_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1203_aorta.nii.g_1.stl,aorta,25s1203_aorta.nii.g_1
2512,101472,s1185_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1185_aorta.nii.g_1.stl,aorta,26s1185_aorta.nii.g_1
2259,91366,s0996_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0996_aorta.nii.g_1.stl,aorta,27s0996_aorta.nii.g_1
1665,68015,s0595_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0595_aorta.nii.g_1.stl,aorta,28s0595_aorta.nii.g_1
1728,70767,s0639_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0639_aorta.nii.g_1.stl,aorta,29s0639_aorta.nii.g_1
1821,74337,s0692_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0692_liver.nii.g_1.stl,liver,30s0692_liver.nii.g_1
1503,61565,s0481_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0481_liver.nii.g_1.stl,liver,31s0481_liver.nii.g_1
470,21421,053737_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=053737_aorta.stl,aorta,32053737_aorta
1273,52875,s0328_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0328_liver.nii.g_1.stl,liver,33s0328_liver.nii.g_1
1294,53573,s0341_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0341_liver.nii.g_1.stl,liver,34s0341_liver.nii.g_1
1732,70992,s0643_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0643_aorta.nii.g_1.stl,aorta,35s0643_aorta.nii.g_1
646,28038,075929_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=075929_kidneyright.stl,kidney,36075929_kidneyright
681,29303,082224_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=082224_aorta.stl,aorta,37082224_aorta
1835,74815,s0699_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0699_liver.nii.g_1.stl,liver,38s0699_liver.nii.g_1
1108,47359,s0213_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0213_liver.nii.g_1.stl,liver,39s0213_liver.nii.g_1
1482,60758,s0468_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0468_aorta.nii.g_1.stl,aorta,40s0468_aorta.nii.g_1
1379,56600,s0393_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0393_aorta.nii.g_1.stl,aorta,41s0393_aorta.nii.g_1
24,4858,005703_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=005703_aorta.stl,aorta,42005703_aorta
946,41600,s0086_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0086_liver.nii.g_1.stl,liver,43s0086_liver.nii.g_1
2386,96557,s1096_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1096_aorta.nii.g_1.stl,aorta,44s1096_aorta.nii.g_1
1227,51274,s0298_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0298_aorta.nii.g_1.stl,aorta,45s0298_aorta.nii.g_1
2086,84596,s0873_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0873_aorta.nii.g_1.stl,aorta,46s0873_aorta.nii.g_1
1507,61734,s0483_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0483_liver.nii.g_1.stl,liver,47s0483_liver.nii.g_1
1101,47134,s0210_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0210_aorta.nii.g_1.stl,aorta,48s0210_aorta.nii.g_1
1422,58303,s0425_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0425_aorta.nii.g_1.stl,aorta,49s0425_aorta.nii.g_1
1330,54857,s0364_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0364_liver.nii.g_1.stl,liver,50s0364_liver.nii.g_1
1817,74164,s0690_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0690_liver.nii.g_1.stl,liver,51s0690_liver.nii.g_1
1293,53542,s0341_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0341_aorta.nii.g_1.stl,aorta,52s0341_aorta.nii.g_1
571,25158,068179_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=068179_liver.stl,liver,53068179_liver
1700,69415,s0619_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0619_aorta.nii.g_1.stl,aorta,54s0619_aorta.nii.g_1
1692,69087,s0615_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0615_aorta.nii.g_1.stl,aorta,55s0615_aorta.nii.g_1
172,10394,020636_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020636_kidneyright.stl,kidney,56020636_kidneyright
2624,105767,s1270_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1270_liver.nii.g_1.stl,liver,57s1270_liver.nii.g_1
1904,77537,s0743_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0743_aorta.nii.g_1.stl,aorta,58s0743_aorta.nii.g_1
2276,91980,s1009_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1009_aorta.nii.g_1.stl,aorta,59s1009_aorta.nii.g_1
2458,99239,s1145_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1145_aorta.nii.g_1.stl,aorta,60s1145_aorta.nii.g_1
2432,98333,s1130_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1130_aorta.nii.g_1.stl,aorta,61s1130_aorta.nii.g_1
1361,56008,s0380_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0380_liver.nii.g_1.stl,liver,62s0380_liver.nii.g_1
754,32043,090513_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=090513_kidneyright.stl,kidney,63090513_kidneyright
2588,104450,s1245_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1245_liver.nii.g_1.stl,liver,64s1245_liver.nii.g_1
1201,50297,s0271_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0271_liver.nii.g_1.stl,liver,65s0271_liver.nii.g_1
2123,85934,s0898_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0898_liver.nii.g_1.stl,liver,66s0898_liver.nii.g_1
106,7928,014836_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=014836_kidneyright.stl,kidney,67014836_kidneyright
1292,53496,s0339_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0339_liver.nii.g_1.stl,liver,68s0339_liver.nii.g_1
1174,49479,s0253_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0253_aorta.nii.g_1.stl,aorta,69s0253_aorta.nii.g_1
2133,86348,s0907_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0907_liver.nii.g_1.stl,liver,70s0907_liver.nii.g_1
459,21045,051928_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=051928_kidneyright.stl,kidney,71051928_kidneyright
1695,69173,s0616_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0616_liver.nii.g_1.stl,liver,72s0616_liver.nii.g_1
2539,102471,s1208_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1208_aorta.nii.g_1.stl,aorta,73s1208_aorta.nii.g_1
2246,90895,s0987_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0987_liver.nii.g_1.stl,liver,74s0987_liver.nii.g_1
623,27151,073875_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=073875_liver.stl,liver,75073875_liver
2626,105839,s1271_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1271_liver.nii.g_1.stl,liver,76s1271_liver.nii.g_1
1328,54785,s0363_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0363_liver.nii.g_1.stl,liver,77s0363_liver.nii.g_1
1634,66786,s0578_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0578_liver.nii.g_1.stl,liver,78s0578_liver.nii.g_1
1519,62199,s0490_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0490_liver.nii.g_1.stl,liver,79s0490_liver.nii.g_1
257,13545,030574_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=030574_aorta.stl,aorta,80030574_aorta
464,21198,052913_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=052913_aorta.stl,aorta,81052913_aorta
1533,62845,s0502_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0502_aorta.nii.g_1.stl,aorta,82s0502_aorta.nii.g_1
1841,75075,s0703_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0703_liver.nii.g_1.stl,liver,83s0703_liver.nii.g_1
2047,83062,s0840_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0840_aorta.nii.g_1.stl,aorta,84s0840_aorta.nii.g_1
1791,73258,s0675_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0675_liver.nii.g_1.stl,liver,85s0675_liver.nii.g_1
1029,44597,s0153_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0153_liver.nii.g_1.stl,liver,86s0153_liver.nii.g_1
1331,54907,s0365_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0365_aorta.nii.g_1.stl,aorta,87s0365_aorta.nii.g_1
1492,61148,s0473_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0473_aorta.nii.g_1.stl,aorta,88s0473_aorta.nii.g_1
138,9095,017214_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017214_aorta.stl,aorta,89017214_aorta
2365,95667,s1079_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1079_aorta.nii.g_1.stl,aorta,90s1079_aorta.nii.g_1
2545,102766,s1212_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1212_aorta.nii.g_1.stl,aorta,91s1212_aorta.nii.g_1
2172,87993,s0935_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0935_aorta.nii.g_1.stl,aorta,92s0935_aorta.nii.g_1
873,38946,s0038_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0038_liver.nii.g_1.stl,liver,93s0038_liver.nii.g_1
2572,103905,s1237_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1237_aorta.nii.g_1.stl,aorta,94s1237_aorta.nii.g_1
2070,83806,s0859_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0859_liver.nii.g_1.stl,liver,95s0859_liver.nii.g_1
2092,84764,s0878_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0878_aorta.nii.g_1.stl,aorta,96s0878_aorta.nii.g_1
2575,103997,s1238_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1238_liver.nii.g_1.stl,liver,97s1238_liver.nii.g_1
2063,83600,s0852_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0852_aorta.nii.g_1.stl,aorta,98s0852_aorta.nii.g_1
1023,44401,s0150_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0150_aorta.nii.g_1.stl,aorta,99s0150_aorta.nii.g_1
1772,72509,s0664_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0664_liver.nii.g_1.stl,liver,100s0664_liver.nii.g_1
1751,71654,s0653_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0653_aorta.nii.g_1.stl,aorta,101s0653_aorta.nii.g_1
1116,47567,s0219_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0219_liver.nii.g_1.stl,liver,102s0219_liver.nii.g_1
1222,51107,s0293_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0293_aorta.nii.g_1.stl,aorta,103s0293_aorta.nii.g_1
1498,61381,s0477_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0477_liver.nii.g_1.stl,liver,104s0477_liver.nii.g_1
1018,44177,s0145_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0145_liver.nii.g_1.stl,liver,105s0145_liver.nii.g_1
658,28486,078148_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=078148_kidneyright.stl,kidney,106078148_kidneyright
2610,105191,s1258_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1258_liver.nii.g_1.stl,liver,107s1258_liver.nii.g_1
455,20867,051720_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=051720_aorta.stl,aorta,108051720_aorta
483,21931,054461_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=054461_kidneyright.stl,kidney,109054461_kidneyright
931,41094,s0077_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0077_liver.nii.g_1.stl,liver,110s0077_liver.nii.g_1
1410,57840,s0416_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0416_liver.nii.g_1.stl,liver,111s0416_liver.nii.g_1
330,16274,037413_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=037413_kidneyright.stl,kidney,112037413_kidneyright
412,19283,046623_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=046623_liver.stl,liver,113046623_liver
1490,61051,s0472_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0472_aorta.nii.g_1.stl,aorta,114s0472_aorta.nii.g_1
828,37119,s0001_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0001_aorta.nii.g_1.stl,aorta,115s0001_aorta.nii.g_1
1427,58481,s0429_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0429_aorta.nii.g_1.stl,aorta,116s0429_aorta.nii.g_1
857,38288,s0028_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0028_aorta.nii.g_1.stl,aorta,117s0028_aorta.nii.g_1
310,15510,035614_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=035614_liver.stl,liver,118035614_liver
1704,69586,s0621_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0621_aorta.nii.g_1.stl,aorta,119s0621_aorta.nii.g_1
823,34602,099283_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=099283_kidneyright.stl,kidney,120099283_kidneyright
104,7817,013514_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=013514_liver.stl,liver,121013514_liver
841,37622,s0012_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0012_liver.nii.g_1.stl,liver,122s0012_liver.nii.g_1
2349,94885,s1062_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1062_liver.nii.g_1.stl,liver,123s1062_liver.nii.g_1
824,34603,099283_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=099283_liver.stl,liver,124099283_liver
1216,50902,s0289_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0289_aorta.nii.g_1.stl,aorta,125s0289_aorta.nii.g_1
1312,54240,s0354_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0354_aorta.nii.g_1.stl,aorta,126s0354_aorta.nii.g_1
2182,88369,s0941_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0941_aorta.nii.g_1.stl,aorta,127s0941_aorta.nii.g_1
566,24975,067929_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=067929_aorta.stl,aorta,128067929_aorta
243,13059,029055_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=029055_kidneyright.stl,kidney,129029055_kidneyright
762,32309,092807_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=092807_aorta.stl,aorta,130092807_aorta
2568,103766,s1235_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1235_aorta.nii.g_1.stl,aorta,131s1235_aorta.nii.g_1
2180,88271,s0940_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0940_aorta.nii.g_1.stl,aorta,132s0940_aorta.nii.g_1
